Time,Altitude
16:31:54,4622
16:32:00,4638
16:32:06,4652
16:32:12,4668
16:32:18,4687
16:32:24,4706
16:32:30,4722
16:32:36,4739
16:32:42,4756
16:32:48,4771
16:32:54,4789
16:33:00,4805
16:33:06,4822
16:33:12,4836
16:33:18,4853
16:33:24,4870
16:33:30,4888
16:33:36,4906
16:33:42,4924
16:33:48,4940
16:33:54,4955
16:34:00,4970
16:34:06,4986
16:34:12,5003
16:34:18,5018
16:34:24,5033
16:34:30,5049
16:34:36,5066
16:34:42,5081
16:34:48,5098
16:34:54,5113
16:35:00,5130
16:35:06,5148
16:35:12,5162
16:35:18,5178
16:35:24,5192
16:35:30,5208
16:35:36,5225
16:35:42,5242
16:35:48,5258
16:35:54,5275
16:36:00,5292
16:36:06,5309
16:36:12,5324
16:36:18,5341
16:36:24,5358
16:36:30,5376
16:36:36,5393
16:36:42,5410
16:36:48,5426
16:36:54,5442
16:37:00,5459
16:37:06,5477
16:37:12,5494
16:37:18,5510
16:37:24,5523
16:37:30,5540
16:37:36,5556
16:37:42,5570
16:37:48,5590
16:37:54,5610
16:38:00,5631
16:38:06,5650
16:38:12,5667
16:38:18,5686
16:38:24,5704
16:38:30,5723
16:38:36,5743
16:38:42,5766
16:38:48,5789
16:38:54,5810
16:39:00,5829
16:39:06,5847
16:39:12,5867
16:39:18,5888
16:39:24,5906
16:39:30,5926
16:39:36,5947
16:39:42,5965
16:39:48,5987
16:39:54,6010
16:40:00,6031
16:40:06,6054
16:40:12,6078
16:40:18,6100
16:40:24,6122
16:40:30,6144
16:40:36,6165
16:40:42,6189
16:40:48,6214
16:40:54,6233
16:41:00,6251
16:41:06,6268
16:41:12,6286
16:41:18,6305
16:41:24,6322
16:41:30,6344
16:41:36,6362
16:41:42,6382
16:41:48,6407
16:41:54,6428
16:42:00,6447
16:42:06,6468
16:42:12,6486
16:42:18,6503
16:42:24,6524
16:42:30,6548
16:42:36,6567
16:42:42,6585
16:42:48,6603
16:42:54,6621
16:43:00,6636
16:43:06,6657
16:43:12,6674
16:43:18,6690
16:43:24,6707
16:43:30,6727
16:43:36,6743
16:43:42,6760
16:43:48,6780
16:43:54,6797
16:44:00,6813
16:44:06,6832
16:44:12,6849
16:44:18,6867
16:44:24,6884
16:44:30,6901
16:44:36,6918
16:44:42,6935
16:44:48,6952
16:44:54,6972
16:45:00,6990
16:45:06,7008
16:45:12,7025
16:45:18,7044
16:45:24,7059
16:45:30,7082
16:45:36,7101
16:45:42,7118
16:45:48,7136
16:45:54,7156
16:46:00,7175
16:46:06,7193
16:46:12,7212
16:46:18,7234
16:46:24,7252
16:46:30,7271
16:46:36,7291
16:46:42,7310
16:46:48,7330
16:46:54,7356
16:47:00,7376
16:47:06,7392
16:47:12,7408
16:47:18,7426
16:47:24,7443
16:47:30,7463
16:47:36,7486
16:47:42,7509
16:47:48,7527
16:47:54,7546
16:48:00,7564
16:48:06,7581
16:48:12,7599
16:48:18,7618
16:48:24,7638
16:48:30,7655
16:48:36,7671
16:48:42,7688
16:48:48,7705
16:48:54,7722
16:49:00,7738
16:49:06,7753
16:49:12,7770
16:49:18,7784
16:49:24,7795
16:49:30,7813
16:49:36,7831
16:49:42,7848
16:49:48,7864
16:49:54,7879
16:50:00,7894
16:50:06,7910
16:50:12,7928
16:50:18,7946
16:50:24,7965
16:50:30,7985
16:50:36,8003
16:50:42,8022
16:50:48,8039
16:50:54,8057
16:51:00,8072
16:51:06,8090
16:51:12,8110
16:51:18,8125
16:51:24,8152
16:51:30,8173
16:51:36,8196
16:51:42,8219
16:51:48,8242
16:51:54,8265
16:52:00,8283
16:52:06,8302
16:52:12,8323
16:52:18,8343
16:52:24,8361
16:52:30,8378
16:52:36,8395
16:52:42,8413
16:52:48,8431
16:52:54,8449
16:53:00,8468
16:53:06,8488
16:53:12,8506
16:53:18,8524
16:53:24,8544
16:53:30,8564
16:53:36,8585
16:53:42,8603
16:53:48,8624
16:53:54,8643
16:54:00,8660
16:54:06,8684
16:54:12,8706
16:54:18,8727
16:54:24,8747
16:54:30,8766
16:54:36,8785
16:54:42,8803
16:54:48,8823
16:54:54,8843
16:55:00,8860
16:55:06,8879
16:55:12,8898
16:55:18,8917
16:55:24,8937
16:55:30,8956
16:55:36,8975
16:55:42,8996
16:55:48,9015
16:55:54,9038
16:56:00,9055
16:56:06,9075
16:56:12,9094
16:56:18,9114
16:56:24,9136
16:56:30,9158
16:56:36,9177
16:56:42,9197
16:56:48,9215
16:56:54,9234
16:57:00,9252
16:57:06,9273
16:57:12,9292
16:57:18,9309
16:57:24,9329
16:57:30,9347
16:57:36,9365
16:57:42,9383
16:57:48,9403
16:57:54,9423
16:58:00,9441
16:58:06,9459
16:58:12,9478
16:58:18,9496
16:58:24,9514
16:58:30,9532
16:58:36,9549
16:58:42,9564
16:58:48,9581
16:58:54,9600
16:59:00,9617
16:59:06,9636
16:59:12,9656
16:59:18,9675
16:59:24,9693
16:59:30,9712
16:59:36,9734
16:59:42,9753
16:59:48,9770
16:59:54,9786
17:00:00,9803
17:00:06,9821
17:00:12,9841
17:00:18,9856
17:00:24,9879
17:00:30,9896
17:00:36,9913
17:00:42,9932
17:00:48,9951
17:00:54,9971
17:01:00,9991
17:01:06,10010
17:01:12,10030
17:01:18,10049
17:01:24,10067
17:01:30,10087
17:01:36,10109
17:01:42,10133
17:01:48,10158
17:01:54,10182
17:02:00,10201
17:02:06,10219
17:02:12,10241
17:02:18,10262
17:02:24,10281
17:02:30,10302
17:02:36,10323
17:02:42,10342
17:02:48,10364
17:02:54,10385
17:03:00,10404
17:03:06,10425
17:03:12,10444
17:03:18,10462
17:03:24,10481
17:03:30,10501
17:03:36,10521
17:03:42,10539
17:03:48,10560
17:03:54,10582
17:04:00,10601
17:04:06,10623
17:04:12,10646
17:04:18,10667
17:04:24,10689
17:04:30,10713
17:04:36,10737
17:04:42,10758
17:04:48,10782
17:04:54,10803
17:05:00,10824
17:05:06,10843
17:05:12,10863
17:05:18,10883
17:05:24,10905
17:05:30,10924
17:05:36,10943
17:05:42,10963
17:05:48,10984
17:05:54,11007
17:06:00,11030
17:06:06,11052
17:06:12,11073
17:06:18,11098
17:06:24,11124
17:06:30,11146
17:06:36,11165
17:06:42,11185
17:06:48,11207
17:06:54,11227
17:07:00,11246
17:07:06,11266
17:07:12,11284
17:07:18,11303
17:07:24,11322
17:07:30,11340
17:07:36,11358
17:07:42,11376
17:07:48,11397
17:07:54,11418
17:08:00,11438
17:08:06,11456
17:08:12,11475
17:08:18,11495
17:08:24,11515
17:08:30,11536
17:08:36,11559
17:08:42,11582
17:08:48,11609
17:08:54,11648
17:09:00,11678
17:09:06,11700
17:09:12,11721
17:09:18,11741
17:09:24,11763
17:09:30,11788
17:09:36,11810
17:09:42,11827
17:09:48,11850
17:09:54,11870
17:10:00,11892
17:10:06,11914
17:10:12,11933
17:10:18,11953
17:10:24,11972
17:10:30,11993
17:10:36,12015
17:10:42,12035
17:10:48,12054
17:10:54,12074
17:11:00,12094
17:11:06,12115
17:11:12,12134
17:11:18,12156
17:11:24,12175
17:11:30,12196
17:11:36,12218
17:11:42,12238
17:11:48,12258
17:11:54,12280
17:12:00,12303
17:12:06,12329
17:12:12,12352
17:12:18,12374
17:12:24,12395
17:12:30,12415
17:12:36,12436
17:12:42,12456
17:12:48,12477
17:12:54,12495
17:13:00,12512
17:13:06,12531
17:13:12,12550
17:13:18,12571
17:13:24,12593
17:13:30,12615
17:13:36,12633
17:13:42,12650
17:13:48,12665
17:13:54,12689
17:14:00,12709
17:14:06,12725
17:14:12,12747
17:14:18,12767
17:14:24,12787
17:14:30,12805
17:14:36,12825
17:14:42,12843
17:14:48,12867
17:14:54,12888
17:15:00,12908
17:15:06,12927
17:15:12,12946
17:15:18,12969
17:15:24,12993
17:15:30,13008
17:15:36,13037
17:15:42,13064
17:15:48,13090
17:15:54,13114
17:16:00,13136
17:16:06,13159
17:16:12,13181
17:16:18,13200
17:16:24,13223
17:16:30,13243
17:16:36,13262
17:16:42,13282
17:16:48,13302
17:16:54,13324
17:17:00,13344
17:17:06,13363
17:17:12,13382
17:17:18,13401
17:17:24,13422
17:17:30,13441
17:17:36,13459
17:17:42,13479
17:17:48,13499
17:17:54,13522
17:18:00,13542
17:18:06,13562
17:18:12,13580
17:18:18,13601
17:18:24,13621
17:18:30,13640
17:18:36,13657
17:18:42,13676
17:18:48,13698
17:18:54,13724
17:19:00,13750
17:19:06,13769
17:19:12,13788
17:19:18,13809
17:19:24,13827
17:19:30,13846
17:19:36,13867
17:19:42,13889
17:19:48,13911
17:19:54,13931
17:20:00,13953
17:20:06,13974
17:20:12,13991
17:20:18,14015
17:20:24,14036
17:20:30,14057
17:20:36,14077
17:20:42,14099
17:20:48,14121
17:20:54,14140
17:21:00,14157
17:21:06,14175
17:21:12,14200
17:21:18,14219
17:21:24,14239
17:21:30,14259
17:21:36,14279
17:21:42,14279
17:21:48,14314
17:21:54,14340
17:22:00,14360
17:22:06,14380
17:22:12,14400
17:22:18,14421
17:22:24,14442
17:22:30,14462
17:22:36,14480
17:22:42,14502
17:22:48,14525
17:22:54,14547
17:23:00,14568
17:23:06,14589
17:23:12,14613
17:23:18,14634
17:23:24,14653
17:23:30,14673
17:23:36,14691
17:23:42,14710
17:23:48,14732
17:23:54,14754
17:24:00,14775
17:24:06,14794
17:24:12,14814
17:24:18,14835
17:24:24,14851
17:24:30,14872
17:24:36,14894
17:24:42,14917
17:24:48,14938
17:24:54,14960
17:25:00,14977
17:25:06,14995
17:25:12,15017
17:25:18,15038
17:25:24,15056
17:25:30,15081
17:25:36,15097
17:25:42,15128
17:25:48,15153
17:25:54,15177
17:26:00,15197
17:26:06,15216
17:26:12,15238
17:26:18,15258
17:26:24,15280
17:26:30,15301
17:26:36,15321
17:26:42,15340
17:26:48,15362
17:26:54,15384
17:27:00,15406
17:27:06,15424
17:27:12,15448
17:27:18,15470
17:27:24,15491
17:27:30,15513
17:27:36,15537
17:27:42,15559
17:27:48,15582
17:27:54,15605
17:28:00,15626
17:28:06,15648
17:28:12,15673
17:28:18,15696
17:28:24,15717
17:28:30,15736
17:28:36,15757
17:28:42,15757
17:28:48,15804
17:28:54,15826
17:29:00,15848
17:29:06,15870
17:29:12,15889
17:29:18,15916
17:29:24,15940
17:29:30,15963
17:29:36,15984
17:29:42,16008
17:29:48,16026
17:29:54,16045
17:30:00,16064
17:30:06,16081
17:30:12,16105
17:30:18,16134
17:30:24,16157
17:30:30,16180
17:30:36,16200
17:30:42,16222
17:30:48,16246
17:30:54,16267
17:31:00,16284
17:31:06,16301
17:31:12,16324
17:31:18,16342
17:31:24,16361
17:31:30,16380
17:31:36,16401
17:31:42,16421
17:31:48,16443
17:31:54,16462
17:32:00,16480
17:32:06,16498
17:32:12,16518
17:32:18,16540
17:32:24,16561
17:32:30,16581
17:32:36,16602
17:32:42,16622
17:32:48,16640
17:32:54,16668
17:33:00,16691
17:33:06,16711
17:33:12,16730
17:33:18,16752
17:33:24,16774
17:33:30,16792
17:33:36,16820
17:33:42,16844
17:33:48,16867
17:33:54,16891
17:34:00,16912
17:34:06,16934
17:34:12,16956
17:34:18,16978
17:34:24,17000
17:34:30,17024
17:34:36,17046
17:34:42,17066
17:34:48,17089
17:34:54,17112
17:35:00,17132
17:35:06,17156
17:35:12,17177
17:35:18,17205
17:35:24,17230
17:35:30,17253
17:35:36,17278
17:35:42,17299
17:35:48,17318
17:35:54,17338
17:36:00,17357
17:36:06,17384
17:36:12,17405
17:36:18,17428
17:36:24,17450
17:36:30,17472
17:36:36,17494
17:36:42,17517
17:36:48,17537
17:36:54,17558
17:37:00,17579
17:37:06,17602
17:37:12,17622
17:37:18,17643
17:37:24,17666
17:37:30,17687
17:37:36,17708
17:37:42,17731
17:37:48,17751
17:37:54,17775
17:38:00,17796
17:38:06,17818
17:38:12,17841
17:38:18,17864
17:38:24,17885
17:38:30,17907
17:38:36,17931
17:38:42,17953
17:38:48,17975
17:38:54,17996
17:39:00,18018
17:39:06,18038
17:39:12,18059
17:39:18,18080
17:39:24,18102
17:39:30,18124
17:39:36,18149
17:39:42,18169
17:39:48,18192
17:39:54,18217
17:40:00,18241
17:40:06,18266
17:40:12,18288
17:40:18,18311
17:40:24,18333
17:40:30,18354
17:40:36,18375
17:40:42,18396
17:40:48,18420
17:40:54,18441
17:41:00,18463
17:41:06,18484
17:41:12,18508
17:41:18,18528
17:41:24,18550
17:41:30,18571
17:41:36,18593
17:41:42,18615
17:41:48,18636
17:41:54,18658
17:42:00,18678
17:42:06,18698
17:42:12,18718
17:42:18,18741
17:42:24,18762
17:42:30,18784
17:42:36,18806
17:42:42,18824
17:42:48,18841
17:42:54,18858
17:43:00,18885
17:43:06,18906
17:43:12,18924
17:43:18,18944
17:43:24,18966
17:43:30,18988
17:43:36,19007
17:43:42,19027
17:43:48,19048
17:43:54,19068
17:44:00,19092
17:44:06,19116
17:44:12,19139
17:44:18,19159
17:44:24,19181
17:44:30,19205
17:44:36,19228
17:44:42,19253
17:44:48,19276
17:44:54,19298
17:45:00,19321
17:45:06,19345
17:45:12,19368
17:45:18,19391
17:45:24,19414
17:45:30,19439
17:45:36,19465
17:45:42,19490
17:45:48,19514
17:45:54,19537
17:46:00,19563
17:46:06,19589
17:46:12,19612
17:46:18,19636
17:46:24,19662
17:46:30,19687
17:46:36,19710
17:46:42,19736
17:46:48,19755
17:46:54,19781
17:47:00,19805
17:47:06,19831
17:47:12,19854
17:47:18,19875
17:47:24,19897
17:47:30,19919
17:47:36,19941
17:47:42,19962
17:47:48,19984
17:47:54,20006
17:48:00,20030
17:48:06,20051
17:48:12,20074
17:48:18,20096
17:48:24,20117
17:48:30,20137
17:48:36,20158
17:48:42,20178
17:48:48,20200
17:48:54,20222
17:49:00,20247
17:49:06,20270
17:49:12,20289
17:49:18,20306
17:49:24,20322
17:49:30,20343
17:49:36,20363
17:49:42,20383
17:49:48,20405
17:49:54,20424
17:50:00,20445
17:50:06,20466
17:50:12,20486
17:50:18,20505
17:50:24,20529
17:50:30,20549
17:50:36,20572
17:50:42,20595
17:50:48,20617
17:50:54,20640
17:51:00,20664
17:51:06,20690
17:51:12,20713
17:51:18,20736
17:51:24,20762
17:51:30,20786
17:51:36,20809
17:51:42,20832
17:51:48,20854
17:51:54,20879
17:52:00,20900
17:52:06,20929
17:52:12,20953
17:52:18,20977
17:52:24,21000
17:52:30,21023
17:52:36,21050
17:52:42,21075
17:52:48,21100
17:52:54,21124
17:53:00,21147
17:53:06,21169
17:53:12,21191
17:53:18,21215
17:53:24,21237
17:53:30,21261
17:53:36,21285
17:53:42,21311
17:53:48,21336
17:53:54,21361
17:54:00,21388
17:54:06,21415
17:54:12,21442
17:54:18,21468
17:54:24,21493
17:54:30,21519
17:54:36,21547
17:54:42,21573
17:54:48,21600
17:54:54,21627
17:55:00,21654
17:55:06,21679
17:55:12,21710
17:55:18,21738
17:55:24,21763
17:55:30,21789
17:55:36,21816
17:55:42,21841
17:55:48,21867
17:55:54,21893
17:56:00,21918
17:56:06,21946
17:56:12,21968
17:56:18,21997
17:56:24,22020
17:56:30,22040
17:56:36,22068
17:56:42,22093
17:56:48,22120
17:56:54,22145
17:57:00,22167
17:57:06,22189
17:57:12,22210
17:57:18,22231
17:57:24,22252
17:57:30,22274
17:57:36,22295
17:57:42,22313
17:57:48,22334
17:57:54,22357
17:58:00,22377
17:58:06,22396
17:58:12,22418
17:58:18,22438
17:58:24,22460
17:58:30,22479
17:58:36,22499
17:58:42,22520
17:58:48,22543
17:58:54,22563
17:59:00,22584
17:59:06,22608
17:59:12,22631
17:59:18,22654
17:59:24,22678
17:59:30,22702
17:59:36,22725
17:59:42,22749
17:59:48,22776
17:59:54,22802
18:00:00,22828
18:00:06,22855
18:00:12,22882
18:00:18,22910
18:00:24,22937
18:00:30,22964
18:00:36,22992
18:00:42,23018
18:00:48,23045
18:00:54,23071
18:01:00,23095
18:01:06,23122
18:01:12,23147
18:01:18,23174
18:01:24,23195
18:01:30,23226
18:01:36,23250
18:01:42,23275
18:01:48,23301
18:01:54,23326
18:02:00,23353
18:02:06,23377
18:02:12,23405
18:02:18,23430
18:02:24,23454
18:02:30,23477
18:02:36,23501
18:02:42,23522
18:02:48,23543
18:02:54,23567
18:03:00,23589
18:03:06,23609
18:03:12,23632
18:03:18,23656
18:03:24,23680
18:03:30,23704
18:03:36,23722
18:03:42,23746
18:03:48,23768
18:03:54,23791
18:04:00,23815
18:04:06,23838
18:04:12,23862
18:04:18,23883
18:04:24,23907
18:04:30,23929
18:04:36,23952
18:04:42,23975
18:04:48,23999
18:04:54,24024
18:05:00,24048
18:05:06,24073
18:05:12,24098
18:05:18,24123
18:05:24,24147
18:05:30,24174
18:05:36,24199
18:05:42,24227
18:05:48,24249
18:05:54,24275
18:06:00,24301
18:06:06,24328
18:06:12,24354
18:06:18,24381
18:06:24,24406
18:06:30,24432
18:06:36,24460
18:06:42,24487
18:06:48,24513
18:06:54,24541
18:07:00,24566
18:07:06,24592
18:07:12,24618
18:07:18,24646
18:07:24,24673
18:07:30,24701
18:07:36,24729
18:07:42,24753
18:07:48,24781
18:07:54,24805
18:08:00,24829
18:08:06,24851
18:08:12,24876
18:08:18,24897
18:08:24,24922
18:08:30,24948
18:08:36,24972
18:08:42,24996
18:08:48,25019
18:08:54,25042
18:09:00,25066
18:09:06,25091
18:09:12,25116
18:09:18,25141
18:09:24,25166
18:09:30,25191
18:09:36,25215
18:09:42,25234
18:09:48,25261
18:09:54,25282
18:10:00,25305
18:10:06,25328
18:10:12,25352
18:10:18,25378
18:10:24,25400
18:10:30,25423
18:10:36,25447
18:10:42,25472
18:10:48,25496
18:10:54,25519
18:11:00,25544
18:11:06,25570
18:11:12,25595
18:11:18,25623
18:11:24,25650
18:11:30,25677
18:11:36,25703
18:11:42,25729
18:11:48,25753
18:11:54,25779
18:12:00,25807
18:12:06,25832
18:12:12,25857
18:12:18,25882
18:12:24,25907
18:12:30,25933
18:12:36,25959
18:12:42,25986
18:12:48,26010
18:12:54,26036
18:13:00,26059
18:13:06,26081
18:13:12,26106
18:13:18,26130
18:13:24,26153
18:13:30,26178
18:13:36,26202
18:13:42,26202
18:13:48,26250
18:13:54,26273
18:14:00,26297
18:14:06,26321
18:14:12,26345
18:14:18,26369
18:14:24,26393
18:14:30,26415
18:14:36,26435
18:14:42,26464
18:14:48,26486
18:14:54,26506
18:15:00,26531
18:15:06,26553
18:15:12,26576
18:15:18,26600
18:15:24,26626
18:15:30,26649
18:15:36,26673
18:15:42,26697
18:15:48,26719
18:15:54,26744
18:16:00,26771
18:16:06,26796
18:16:12,26818
18:16:18,26845
18:16:24,26873
18:16:30,26898
18:16:36,26925
18:16:42,26950
18:16:48,26976
18:16:54,27008
18:17:00,27039
18:17:06,27068
18:17:12,27096
18:17:18,27125
18:17:24,27153
18:17:30,27181
18:17:36,27211
18:17:42,27240
18:17:48,27267
18:17:54,27292
18:18:00,27318
18:18:06,27344
18:18:12,27370
18:18:18,27396
18:18:24,27421
18:18:30,27446
18:18:36,27473
18:18:42,27500
18:18:48,27523
18:18:54,27548
18:19:00,27573
18:19:06,27597
18:19:12,27623
18:19:18,27647
18:19:24,27671
18:19:30,27695
18:19:36,27718
18:19:42,27741
18:19:48,27765
